actual label,LOC,predicted label,probPos,
0,1185,0,0.0,
1,0,0,0.0,
0,1607,0,0.0,
1,727,0,0.0,
1,55,0,0.35,
1,3,1,0.7,
1,5,1,0.9,
1,113,1,0.95,
1,160,1,1.0,
1,198,1,1.0,
0,185,1,1.0,
0,381,1,1.0,
1,36,1,1.0,
0,0,1,1.0,
1,135,1,1.0,
0,1326,1,1.0,
0,71,1,1.0,
0,3010,1,1.0,
0,451,1,1.0,
1,84,1,1.0,
1,0,1,1.0,
1,0,1,1.0,
0,31,1,1.0,
1,43,1,1.0,
1,220,1,1.0,
1,49,1,1.0,
1,67,1,1.0,
0,383,1,1.0,
0,177,1,1.0,
0,353,1,1.0,
0,194,1,1.0,
0,2064,1,1.0,
0,290,1,1.0,
1,224,1,1.0,
1,1253,1,1.0,
1,27,1,1.0,
0,251,1,1.0,
1,85,1,1.0,
0,947,1,1.0,
0,503,1,1.0,
0,218,1,1.0,
0,317,1,1.0,
1,211,1,1.0,
1,118,1,1.0,
0,358,1,1.0,
1,77,1,1.0,
0,215,1,1.0,
1,126,1,1.0,
1,200,1,1.0,
0,1310,0,0.026595744680851064,
0,753,0,0.02659634103413445,
0,1671,0,0.026595744680851064,
0,114,0,0.4945539309758676,
0,608,0,0.02551020408163273,
0,81,1,0.8056180391356612,
0,98,1,0.7686657618162992,
0,173,1,0.7095561924722388,
0,709,0,0.025510204421812083,
0,1116,0,0.025510204081632654,
0,704,0,0.025510205903400203,
0,3042,0,0.024509803921568627,
1,63,1,0.8343054140213175,
0,566,0,0.024509825431216912,
1,151,1,0.6429418398997147,
0,638,0,0.018210488830109204,
1,135,1,0.850092949400923,
1,61,1,0.8541045114695697,
0,104,1,0.8526514642202183,
1,385,0,0.39832986934005044,
0,285,1,0.6996336577864176,
0,603,0,0.012493932368766456,
0,176,1,0.8490028590288107,
0,402,1,0.5588603584889711,
1,598,0,7.254962401893379E-19,
0,2799,0,5.578961185619717E-134,
0,397,0,0.3885151688428333,
0,1186,0,0.020714285714285713,
