actual label,LOC,predicted label,probPos,
0,1185,0,0.0,
1,0,0,0.0,
0,1607,0,0.0,
1,727,0,0.0,
1,55,1,0.5,
1,3,1,0.8,
1,5,1,0.9,
1,113,1,0.9,
1,160,1,0.9,
1,198,1,0.9,
0,185,1,1.0,
0,381,1,1.0,
1,36,1,1.0,
0,0,1,1.0,
1,135,1,1.0,
0,1326,1,1.0,
0,71,1,1.0,
0,3010,1,1.0,
0,451,1,1.0,
1,84,1,1.0,
1,0,1,1.0,
1,0,1,1.0,
0,31,1,1.0,
1,43,1,1.0,
1,220,1,1.0,
1,49,1,1.0,
1,67,1,1.0,
0,383,1,1.0,
0,177,1,1.0,
0,353,1,1.0,
0,194,1,1.0,
0,2064,1,1.0,
0,290,1,1.0,
1,224,1,1.0,
1,1253,1,1.0,
1,27,1,1.0,
0,251,1,1.0,
1,85,1,1.0,
0,947,1,1.0,
0,503,1,1.0,
0,218,1,1.0,
0,317,1,1.0,
1,211,1,1.0,
1,118,1,1.0,
0,358,1,1.0,
1,77,1,1.0,
0,215,1,1.0,
1,126,1,1.0,
1,200,1,1.0,
0,1310,0,0.020999999999999998,
0,753,0,0.021000000000013917,
0,1671,0,0.020999999999999998,
0,114,1,0.6530060898235346,
0,608,0,0.020192307692307693,
0,81,1,0.9074018724114234,
0,98,1,0.823753221595539,
0,173,1,0.8355256068916912,
0,709,0,0.020192307692337163,
0,1116,0,0.020192307692307693,
0,704,0,0.02019230769267635,
0,3042,0,0.01981132075471698,
1,63,1,0.9679291473441325,
0,566,0,0.01981143375959859,
1,151,1,0.8119343649991894,
0,638,0,0.038010100167583015,
1,135,1,0.9466825913318019,
1,61,1,0.9685998228033291,
0,104,1,0.9693619586660576,
1,385,1,0.5169387976880676,
0,285,1,0.8634883647984912,
0,603,0,0.025023812732083022,
0,176,1,0.9519755842488106,
0,402,0,0.4444123665846533,
1,598,0,0.02037037037037037,
0,2799,0,0.02037037037037037,
0,397,1,0.6845792387921541,
0,1186,0,0.03524590163934426,
