actual label,LOC,predicted label,probPos,
0,1185,0,0.0,
1,0,0,0.0,
0,1607,0,0.0,
1,727,0,0.0,
1,55,1,0.5,
1,3,1,0.8,
1,5,1,0.9,
1,113,1,1.0,
1,160,1,1.0,
1,198,1,1.0,
0,185,1,1.0,
0,381,1,1.0,
1,36,1,1.0,
0,0,1,1.0,
1,135,1,1.0,
0,1326,1,1.0,
0,71,1,1.0,
0,3010,1,1.0,
0,451,1,1.0,
1,84,1,1.0,
1,0,1,1.0,
1,0,1,1.0,
0,31,1,1.0,
1,43,1,1.0,
1,220,1,1.0,
1,49,1,1.0,
1,67,1,1.0,
0,383,1,1.0,
0,177,1,1.0,
0,353,1,1.0,
0,194,1,1.0,
0,2064,1,1.0,
0,290,1,1.0,
1,224,1,1.0,
1,1253,1,1.0,
1,27,1,1.0,
0,251,1,1.0,
1,85,1,1.0,
0,947,1,1.0,
0,503,1,1.0,
0,218,1,1.0,
0,317,1,1.0,
1,211,1,1.0,
1,118,1,1.0,
0,358,1,1.0,
1,77,1,1.0,
0,215,1,1.0,
1,126,1,1.0,
1,200,1,1.0,
0,1310,0,0.07140679660169916,
0,753,0,0.07140679871055419,
0,1671,0,0.07140679660169916,
0,114,1,0.7436229612137059,
0,608,0,0.08886227824463118,
0,81,1,0.8390327567559129,
0,98,1,0.8301344266431328,
0,173,1,0.8028718817884641,
0,709,0,0.08886227824626974,
0,1116,0,0.08886227824463118,
0,704,0,0.08886227830969863,
0,3042,0,0.08446381615495721,
1,63,1,0.8844626258404935,
0,566,0,0.12673859246252434,
1,151,1,0.8164818557177093,
0,638,0,0.2165741610810179,
1,135,1,0.8893348964686323,
1,61,1,0.9193016530664805,
0,104,1,0.9211017274635422,
1,385,1,0.5685622547065983,
0,285,1,0.6672102482773747,
0,603,0,0.2187338312361852,
0,176,1,0.9234305983003315,
0,402,0,0.47820730258421174,
1,598,0,0.07351197479540882,
0,2799,0,0.07511370639714039,
0,397,0,0.4709921274337107,
0,1186,0,0.07468784565642814,
