actual label,LOC,predicted label,probPos,
1,35,1,0.7291264107755591,
0,13,1,0.7293588404478848,
1,55,1,0.7295042333481406,
1,130,1,0.7292400772422154,
0,485,1,0.7182817660988914,
0,46,1,0.8809822788570777,
1,51,1,0.7129940798482458,
1,39,1,0.8758516089225242,
1,35,1,0.8769194287550091,
1,47,1,0.8806039771498503,
1,36,1,0.8797427908557696,
1,44,1,0.9097593305968343,
1,25,1,0.910914398033276,
0,36,1,0.9108623774799826,
1,4,1,0.911094251702878,
1,7,1,0.9114680776433725,
1,10,1,0.9120477071655635,
1,112,1,0.712269030221067,
1,7,1,0.9413438488243996,
0,61,1,0.9415813838222153,
1,13,1,0.9416432507201836,
1,44,1,0.9402435255229603,
1,22,1,0.9423049540745192,
1,7,1,0.9423854797960823,
1,7,1,0.9699769790771484,
1,139,1,0.9174620347065477,
1,13,1,0.9105624889035301,
0,65,1,0.9113693700684365,
0,67,1,0.9109407305460003,
1,24,1,0.9115221744275075,
1,12,1,0.9121028889106407,
1,123,1,0.9119193288111802,
0,32,1,0.9129189362760662,
0,231,1,0.7431439910207346,
1,29,1,0.9125617099089078,
1,203,1,0.7409076378126993,
1,383,1,0.6258886046055803,
1,375,1,0.6638819750137684,
0,90,1,0.913154590611773,
0,26,1,0.9134691612702174,
1,54,1,0.9134547157823857,
1,22,1,0.9137013347038134,
1,129,1,0.9400378127534443,
0,54,1,0.9125893370278872,
1,171,1,0.9127409345819387,
1,142,1,0.912850853386543,
1,64,1,0.9112409950469322,
1,22,1,0.9134172763755319,
0,261,1,0.8321245438868445,
0,85,1,0.9080853671755081,
0,382,1,0.7073261155705002,
1,14,1,0.9135302113266842,
1,17,1,0.9138346879236833,
1,36,1,0.9142204181415519,
1,15,1,0.9144798249734365,
1,4,1,0.9418632113040675,
0,38,1,0.9419786870300682,
1,6,1,0.942008226340058,
1,26,1,0.9412331158691526,
1,125,1,0.9414168402251842,
1,8,1,0.9424613070487455,
0,119,1,0.9686073082545821,
0,80,1,0.9692829915167256,
0,31,1,0.9709503013221499,
0,174,1,0.9657531864969103,
0,47,1,0.9709419234247575,
1,78,1,0.9700835135340368,
1,41,1,0.9710452157909252,
1,13,1,0.971137343374574,
1,18,1,0.9712694597283402,
1,21,1,0.9999341018445195,
1,107,1,0.9989406450489751,
1,8,1,0.999957772813332,
0,51,1,0.9999573211425352,
1,23,1,0.9999734093086932,
1,37,1,0.9999305378330294,
1,30,1,0.9998973494846242,
1,147,1,0.9997673314972294,
1,103,1,0.9999143137770761,
1,14,1,0.999978427974132,
1,14,1,0.9999834336978024,
1,30,1,0.9999827023295123,
1,30,1,0.9999813524093673,
0,84,1,0.9999734981325646,
1,122,1,0.9999610637319079,
1,9,1,0.9999907171285092,
1,237,1,0.999635560061718,
0,35,1,0.999765195964258,
1,19,1,0.9999899889723393,
0,213,1,0.9995993338863306,
0,70,1,0.9999845953286572,
1,43,1,0.9999448780233253,
1,70,1,0.9999549407724265,
0,154,1,0.9998515780352738,
0,217,1,0.9999645974707538,
1,23,1,0.9999499938527856,
1,19,1,0.9999944633557327,
0,41,1,0.9999910108903303,
0,233,1,0.9997136751875673,
0,38,1,0.999991380065422,
0,35,1,0.9999939542654639,
1,7,1,0.9999949476640078,
0,62,1,0.9999909035775287,
1,13,1,0.9999950699666638,
1,36,1,0.9999227476956515,
1,19,1,0.9999744550626118,
0,11,1,0.999996038772181,
0,41,1,0.9998975090172116,
1,136,1,0.9999809391948611,
0,116,1,0.9996222149235898,
1,34,1,0.9999933748919074,
0,148,1,0.9998661386278072,
0,21,1,0.9999956275266728,
1,28,1,0.9999984666651309,
1,7,1,0.9999962540380839,
1,34,1,0.9999961599445563,
1,18,1,0.999996496505832,
1,58,1,0.9999808759941254,
0,343,1,0.8474436668987263,
1,8,1,0.9999879857584082,
1,42,1,0.9999677090951321,
1,26,1,0.9999646145798378,
1,306,1,0.8040622112512956,
0,9,1,0.9999952655994472,
0,25,1,0.9999928830866107,
1,13,1,0.9999937089830302,
0,61,1,0.9999505695030457,
1,91,1,0.9997506909194541,
1,174,1,0.8478402484962617,
0,82,1,0.9997719948588107,
1,38,1,0.9999521203341093,
1,134,1,0.9999467369875031,
0,37,1,0.9999354906352371,
1,25,1,0.9998117755794256,
1,63,1,0.9996758634563593,
0,51,1,0.9999586462426076,
1,38,1,0.9999557859690134,
0,15,1,0.9999622253494993,
1,15,1,0.9999516787588089,
1,7,1,0.9999689730731278,
1,7,1,0.9999709364491229,
1,22,1,0.9999705849879621,
1,23,1,0.9999504906546365,
1,33,1,0.9998601884285552,
1,10,1,0.9999768574769734,
1,11,1,0.9999778900954303,
1,26,1,0.9999800853686693,
1,29,1,0.9999809268884791,
0,64,1,0.9999768320246375,
0,43,1,0.9999754462269419,
1,12,1,0.9999524882752748,
1,33,1,0.9999713476384203,
1,5,1,0.99998198265338,
1,4,1,0.9999849837552549,
1,9,1,0.9999854989992727,
0,93,1,0.9998867524000221,
1,24,1,0.9999852572773003,
1,64,1,0.9998736529736737,
0,23,1,0.999978147154456,
1,87,1,0.9999808608603505,
1,14,1,0.9999904005408322,
0,49,1,0.9999862631152292,
0,120,1,0.9994088107030696,
1,32,1,0.9999055991536479,
1,243,1,0.9998599525329039,
1,66,1,0.9999549304492955,
0,9,1,0.9999909946536055,
1,40,1,0.9999873602952615,
1,28,1,0.9998848468315831,
1,48,1,0.9999233865171148,
1,7,1,0.9999918717642151,
1,28,1,0.9999886723560291,
1,15,1,0.9999896225406701,
1,29,1,0.9999917452302425,
1,7,1,0.9999939156055395,
1,36,1,0.9999902925249057,
0,26,1,0.9999928586195423,
1,6,1,0.9999948895255489,
1,4,1,0.9999960099262527,
1,38,1,0.9999905838263798,
0,9,1,0.9999960595136272,
1,55,1,0.9999856655783219,
1,208,1,0.9970190788063524,
0,392,1,0.7022233389490597,
0,180,1,0.9994486562390532,
1,85,1,0.9999600623980518,
0,78,1,0.9999946290138817,
1,141,1,0.9999392533923253,
0,398,1,0.6413925742005937,
0,11,1,0.9999964853336717,
0,9,1,0.9999955126751606,
1,15,1,0.999995008361491,
1,50,1,0.9999714497375883,
1,214,1,0.9998906801795396,
0,168,1,0.9999485508009902,
1,128,1,0.9999868625392476,
1,127,1,0.999755734241007,
0,41,1,0.9999956634383464,
1,13,1,0.9999955749302945,
1,24,1,0.9999851491573623,
1,5,1,0.9999973250801342,
1,5,1,0.9999977195484788,
1,237,1,0.9998653150820047,
1,181,1,0.8498611118958073,
1,38,1,0.999987832392786,
0,101,1,0.999903559570176,
1,18,1,0.9999978284255484,
1,8,1,0.9999961428583513,
0,43,1,0.9999973090591083,
0,39,1,0.9999973245926352,
1,87,1,0.9999947398138351,
1,31,1,0.9999968412360865,
0,51,1,0.9999995595149892,
1,10,1,0.9999981412948283,
0,79,1,0.9999842329836017,
0,175,1,0.9998202404808387,
1,4,1,0.9999981627051125,
0,94,1,0.9999226285436273,
1,4,1,0.99999825523307,
1,4,1,0.9999984289347523,
1,28,1,0.9999979346993711,
1,48,1,0.9999880621067254,
1,30,1,0.99998253127537,
1,26,1,0.9999984552723044,
1,4,1,0.9999997297623778,
0,47,1,0.9999979324027229,
1,5,1,0.9999986775988745,
0,41,1,0.9999982207531639,
1,49,1,0.9999952684404783,
0,56,1,0.9999893105271905,
1,8,1,0.9999985487517271,
1,21,1,0.9999932591766789,
1,16,1,0.9999958592203099,
1,29,1,0.9999984293145262,
0,272,1,0.8483041785914966,
1,41,1,0.9999677998262578,
0,108,1,0.999991969777642,
0,33,1,0.9999987843498135,
0,47,1,0.9999962994553556,
1,146,1,0.9999879656321002,
1,162,1,0.999851915799794,
0,47,1,0.9999987151943908,
1,19,1,0.9999991422703942,
1,53,1,0.99999274973037,
1,30,1,0.999998060349211,
1,44,1,0.9999991650782641,
1,56,1,0.9999984818438726,
1,31,1,0.9999991881278916,
1,21,1,0.9999990506778197,
0,28,1,0.9999985656684561,
1,183,1,0.9999725906738568,
0,45,1,0.9999957154129213,
1,297,1,0.8476194282051429,
1,10,1,0.9999969726314729,
1,447,0,0.41291272374984384,
0,6,1,0.9999945021515808,
0,20,1,0.9999938238708221,
1,30,1,0.9999869613197048,
1,4,1,0.9999948356259335,
0,301,1,0.8437481725676639,
1,44,1,0.9999776934512508,
1,23,1,0.9999828455875444,
1,69,1,0.999951920221009,
1,4,1,0.9999944981127893,
0,14,1,0.9999939530997779,
1,33,1,0.9999926210240677,
1,18,1,0.999994513204047,
1,10,1,0.9999947418454831,
1,81,1,0.9999906176484344,
0,9,1,0.9999944946838643,
1,176,1,0.9998999930707395,
1,6,1,0.999994824358916,
0,57,1,0.9999482452131847,
1,14,1,0.9999952317818266,
0,157,1,0.999906559371883,
0,489,1,0.5473238388985138,
1,70,1,0.9999898693761768,
0,39,1,0.9999927525139867,
1,72,1,0.9999854325775251,
1,63,1,0.9999818949691613,
1,8,1,0.9012125587391637,
1,13,1,0.9999957530736158,
1,26,1,0.9999956886208714,
1,45,1,0.9999874219941531,
1,24,1,0.9999848633429425,
1,10,1,0.8999134171001654,
1,15,1,0.949924158580224,
1,23,1,0.9999900394253775,
0,88,1,0.9999287522417113,
1,34,1,0.9999868157244987,
1,16,1,0.9999903880487271,
0,115,1,0.999885392134396,
0,12,1,0.9999891254230343,
1,40,1,0.9999599326132376,
1,6,1,0.9999713247424091,
1,57,1,0.9999427171458487,
1,25,1,0.999952674811102,
1,5,1,0.999963608540104,
0,47,1,0.9997764768992864,
0,29,1,0.9999561882581631,
0,47,1,0.9999514460262674,
1,22,1,0.9998672667899495,
1,72,1,0.99988607826098,
1,53,1,0.9999021363291408,
0,66,1,0.9996158284305384,
0,6,1,0.9999613776351911,
1,7,1,0.9999612403200302,
1,27,1,0.999950232110869,
1,14,1,0.9999671100466548,
1,6,1,0.9999686546887216,
1,7,1,0.9999685451807251,
1,34,1,0.9999325245419655,
1,7,1,0.9999710622046436,
