actual label,LOC,predicted label,probPos,
1,61,1,0.8423150371137531,
0,424,1,0.8886301803576627,
1,18,1,0.8958476624718148,
0,282,1,0.9012474693180359,
0,259,1,0.8856924397372692,
0,264,1,0.8596587934721945,
0,609,1,0.817591257122704,
0,104,1,0.8902234151644594,
0,263,1,0.8044059888252493,
0,364,1,0.8698774058806265,
0,83,1,0.8896198365116307,
1,223,1,0.8634397637565618,
0,169,1,0.8858794035667303,
1,203,1,0.863050715742073,
1,98,1,0.9381776174421101,
0,24,1,0.9385694787494648,
0,27,1,0.941292097152569,
1,108,1,0.890133322903063,
1,8,1,0.9704326923076924,
1,21,1,0.9611613103732612,
1,5,1,0.9689545813691677,
1,193,1,0.9518354087810202,
1,16,1,0.9983255631363992,
1,73,1,0.9882000976966419,
1,49,1,0.9798096265786296,
1,32,1,0.9890295357229609,
1,121,1,0.9263882651501675,
1,6,1,1.0,
0,402,1,0.8814033265598805,
1,3,1,0.9999490551642577,
1,10,1,0.9996037671136577,
1,3,1,0.9999728024472478,
1,5,1,0.9998880604400489,
0,631,1,0.650471097609026,
1,51,1,0.9590978871198569,
1,9,1,0.972270738668789,
1,23,1,0.9683705693250436,
1,6,1,0.9999717226610775,
0,764,0,0.47545578538508,
0,59,1,0.9950623530920362,
1,156,1,0.9843115301375895,
1,17,1,0.9983075458125624,
1,30,1,0.9981385260093798,
1,14,1,0.9999679363215618,
0,17,1,1.0,
0,477,1,0.9183622200315824,
0,133,1,0.9557360853129229,
0,135,1,0.9925243898137307,
1,41,1,0.9983354225063744,
0,121,1,0.9842682584582233,
0,28,1,0.9997829052967303,
1,32,1,0.9938043140233175,
1,41,1,0.9850197105913887,
1,141,1,0.998390144162516,
1,129,1,0.9524483278100335,
1,23,1,0.9999875410425405,
