actual label,LOC,predicted label,probPos,
1,35,1,0.9999995174742544,
0,13,1,0.9999987208721791,
1,55,1,0.9999990698367529,
1,130,1,0.9999957317178451,
0,485,1,0.9999340580155293,
0,46,1,0.9999992886617228,
1,51,1,0.9999718038681819,
1,39,1,0.9999908768980198,
1,35,1,0.9999925633097344,
1,47,1,0.9999986163975574,
1,36,1,0.9999968063465685,
1,44,1,0.9999980252141578,
1,25,1,0.9999995145714287,
0,36,1,0.9999993388373982,
1,4,1,0.9999999003276739,
1,7,1,0.9999999139173715,
1,10,1,0.9999999220801417,
1,112,1,0.9825323431775047,
1,7,1,0.9999998480432828,
0,61,1,0.9999996660028818,
1,13,1,0.9999999411444305,
1,44,1,0.999997609057913,
1,22,1,0.9999999582543857,
1,7,1,0.9999999220092993,
1,7,1,0.9999999018877797,
1,139,1,0.9999982662975748,
1,13,1,0.9999997237712144,
0,65,1,0.9999992471735266,
0,67,1,0.9999983020603185,
1,24,1,0.9999996768350254,
1,12,1,0.9999999245562288,
1,123,1,0.9999989219779767,
0,32,1,0.9999999212954304,
0,231,1,0.9998885444502743,
1,29,1,0.9999999259458272,
1,203,1,0.999943520154584,
1,383,1,0.9128606780378566,
1,375,1,0.9564093384032912,
0,90,1,0.9999992346451924,
0,26,1,0.9999999246751358,
1,54,1,0.9999998819439888,
1,22,1,0.9999998543818756,
1,129,1,0.9999974124655602,
0,54,1,0.9999991021148162,
1,171,1,0.9999907148820759,
1,142,1,0.9999992105770976,
1,64,1,0.9999975418757352,
1,22,1,0.9999998030801158,
0,261,1,0.9997666371227188,
0,85,1,0.9999932462697311,
0,382,1,0.8634949870917076,
1,14,1,0.9999998089557721,
1,17,1,0.999999572629072,
1,36,1,0.9999997033916314,
1,15,1,0.9999997918635299,
1,4,1,0.999999800628751,
0,38,1,0.999999788754573,
1,6,1,0.9999998268938711,
1,26,1,0.9999986898149263,
1,125,1,0.9999984786586676,
1,8,1,0.9999998754258719,
0,119,1,0.9999969324665731,
0,80,1,0.9999979447922799,
0,31,1,0.9999999159902249,
0,174,1,0.9999909772533092,
0,47,1,0.9999999770612806,
1,78,1,0.9999989134011811,
1,41,1,0.9999998688415029,
1,13,1,0.9999998624684858,
1,18,1,0.9999998034383015,
1,21,1,0.9999998578381243,
1,107,1,0.9999986671186267,
1,8,1,0.9999998997721015,
0,51,1,0.9999999085742767,
1,23,1,0.9999999308353205,
1,37,1,0.999999838640629,
1,30,1,0.9999998471023728,
1,147,1,0.9999980243796122,
1,103,1,0.9999996862188748,
1,14,1,0.999999944336599,
1,14,1,0.9999999566477198,
1,30,1,0.9999999573389806,
1,30,1,0.9999999564572745,
0,84,1,0.9999999240620531,
1,122,1,0.9999998963885913,
1,9,1,0.9999999626505518,
1,237,1,0.9999982463569334,
0,35,1,0.9999995998248263,
1,19,1,0.9999999593186221,
0,213,1,0.9999987833686953,
0,70,1,0.9999999511232188,
1,43,1,0.9999998702813746,
1,70,1,0.9999998648971467,
0,154,1,0.9999995746727572,
0,217,1,0.999999852577084,
1,23,1,0.9999998864814101,
1,19,1,0.9999999744090733,
0,41,1,0.9999999645825908,
0,233,1,0.9999983228171763,
0,38,1,0.9999999662531863,
0,35,1,0.9999999737965336,
1,7,1,0.9999999894008365,
0,62,1,0.9999999655857861,
1,13,1,0.999999976852936,
1,36,1,0.9999997226924758,
1,19,1,0.9999999176430789,
0,11,1,0.9999999816911742,
0,41,1,0.9999997675756337,
1,136,1,0.9999999297801653,
0,116,1,0.9999989416951639,
1,34,1,0.9999999754739337,
0,148,1,0.9999996590306809,
0,21,1,0.9999999829681988,
1,28,1,0.999999982491229,
1,7,1,0.9999999838927159,
1,34,1,0.9999999854808348,
1,18,1,0.9999999850254918,
1,58,1,0.9999999505952089,
0,343,1,0.9992937427683127,
1,8,1,0.9999999470417669,
1,42,1,0.9999999035627765,
1,26,1,0.9999998798616604,
1,306,1,0.9981666695202212,
0,9,1,0.9999999771321315,
0,25,1,0.9999999731911927,
1,13,1,0.9999999738446077,
0,61,1,0.9999999116230913,
1,91,1,0.9999996005076852,
1,174,1,0.9997279884108906,
0,82,1,0.999999612075307,
1,38,1,0.9999998949242341,
1,134,1,0.9999985949395919,
0,37,1,0.9999998786481334,
1,25,1,0.9999996879729846,
1,63,1,0.9999994822962004,
0,51,1,0.999999922718015,
1,38,1,0.9999999135622474,
0,15,1,0.9999999211571454,
1,15,1,0.9999998915682561,
1,7,1,0.9999999136583104,
1,7,1,0.9999999154608998,
1,22,1,0.9999999276676643,
1,23,1,0.9999998883946983,
1,33,1,0.9999997316262424,
1,10,1,0.9999999356210714,
1,11,1,0.9999999394044814,
1,26,1,0.9999999453641294,
1,29,1,0.9999999478844878,
0,64,1,0.999999944365268,
0,43,1,0.9999999406500484,
1,12,1,0.9999998890067021,
1,33,1,0.9999999296326955,
1,5,1,0.999999945165064,
1,4,1,0.9999999500663346,
1,9,1,0.9999999527587354,
0,93,1,0.9999997342124294,
1,24,1,0.9999999542790899,
1,64,1,0.9999997362513768,
0,23,1,0.9999999335952345,
1,87,1,0.9999999402474258,
1,14,1,0.9999999608030936,
0,49,1,0.9999999500404216,
0,120,1,0.9999980557071527,
1,32,1,0.9999994797656097,
1,243,1,0.9999987546861719,
1,66,1,0.9999998889987891,
0,9,1,0.9999999663914183,
1,40,1,0.9999999599883589,
1,28,1,0.9999997188099975,
1,48,1,0.9999998066321656,
1,7,1,0.9999999701508935,
1,28,1,0.9999999651100785,
1,15,1,0.9999999660943674,
1,29,1,0.9999999756727991,
1,7,1,0.9999999758862881,
1,36,1,0.9999999681084845,
0,26,1,0.9999999753858566,
1,6,1,0.9999999791300496,
1,4,1,0.9999999805122339,
1,38,1,0.9999999685371739,
0,9,1,0.9999999812286292,
1,55,1,0.9999999536039177,
1,208,1,0.9999843475287158,
0,392,1,0.9013955904921408,
0,180,1,0.9999969369122942,
1,85,1,0.9999998682595891,
0,78,1,0.9999999784893022,
1,141,1,0.9999997901742377,
0,398,1,0.7746723685231739,
0,11,1,0.9999999845606728,
0,9,1,0.999999974559716,
1,15,1,0.9999999723656122,
1,50,1,0.9999998962917467,
