actual label,LOC,predicted label,probPos,
0,1185,0,0.0,
1,0,0,0.0,
0,1607,0,0.0,
1,727,0,0.0,
1,55,1,0.55,
1,3,1,0.8,
1,5,1,0.9,
1,113,1,0.9,
1,160,1,0.95,
1,198,1,0.95,
0,185,1,1.0,
0,381,1,1.0,
1,36,1,1.0,
0,0,1,1.0,
1,135,1,1.0,
0,1326,1,1.0,
0,71,1,1.0,
0,3010,1,1.0,
0,451,1,1.0,
1,84,1,1.0,
1,0,1,1.0,
1,0,1,1.0,
0,31,1,1.0,
1,43,1,1.0,
1,220,1,1.0,
1,49,1,1.0,
1,67,1,1.0,
0,383,1,1.0,
0,177,1,1.0,
0,353,1,1.0,
0,194,1,1.0,
0,2064,1,1.0,
0,290,1,1.0,
1,224,1,1.0,
1,1253,1,1.0,
1,27,1,1.0,
0,251,1,1.0,
1,85,1,1.0,
0,947,1,1.0,
0,503,1,1.0,
0,218,1,1.0,
0,317,1,1.0,
1,211,1,1.0,
1,118,1,1.0,
0,358,1,1.0,
1,77,1,1.0,
0,215,1,1.0,
1,126,1,1.0,
1,200,1,1.0,
0,1310,0,0.025,
0,753,0,0.025000000001835644,
0,1671,0,0.025,
0,114,1,0.757768906933973,
0,608,0,0.02441860465116283,
0,81,1,0.9718918392921745,
0,98,1,0.9449729074773126,
0,173,1,0.8841952221522951,
0,709,0,0.024419046283567742,
0,1116,0,0.02441860465116279,
0,704,0,0.024432980195436386,
0,3042,0,0.02441860465116279,
1,63,1,0.9743116662077644,
0,566,0,0.025332682583970083,
1,151,1,0.874105661204168,
0,638,0,0.2556865970077788,
1,135,1,0.970652870280394,
1,61,1,0.9753873287880508,
0,104,1,0.9763644684957995,
1,385,1,0.6987407890543185,
0,285,1,0.8562373323950799,
0,603,0,0.12150267928620004,
0,176,1,0.9643184449840134,
0,402,1,0.6251472703322716,
1,598,0,0.02659574468090749,
0,2799,0,0.027551020408163263,
0,397,1,0.6516158410498261,
0,1186,0,0.019852941176470587,
0,996,0,0.055823115900156185,
