actual label,LOC,predicted label,probPos,
0,1185,0,0.0,
1,0,0,0.0,
0,1607,0,0.0,
1,727,0,0.0,
1,55,0,0.35,
1,3,1,0.6,
1,5,1,0.95,
1,113,1,1.0,
1,160,1,1.0,
1,198,1,1.0,
0,185,1,1.0,
0,381,1,1.0,
1,36,1,1.0,
0,0,1,1.0,
1,135,1,1.0,
0,1326,1,1.0,
0,71,1,1.0,
0,3010,1,1.0,
0,451,1,1.0,
1,84,1,1.0,
1,0,1,1.0,
1,0,1,1.0,
0,31,1,1.0,
1,43,1,1.0,
1,220,1,1.0,
1,49,1,1.0,
1,67,1,1.0,
0,383,1,1.0,
0,177,1,1.0,
0,353,1,1.0,
0,194,1,1.0,
0,2064,1,1.0,
0,290,1,1.0,
1,224,1,1.0,
1,1253,1,1.0,
1,27,1,1.0,
0,251,1,1.0,
1,85,1,1.0,
0,947,1,1.0,
0,503,1,1.0,
0,218,1,1.0,
0,317,1,1.0,
1,211,1,1.0,
1,118,1,1.0,
0,358,1,1.0,
1,77,1,1.0,
0,215,1,1.0,
1,126,1,1.0,
1,200,1,1.0,
0,1310,0,1.2823471936705573E-31,
0,753,0,4.6133802442119615E-5,
0,1671,0,1.236474717126748E-50,
0,114,1,0.7254817110888749,
0,608,0,0.021250000411064077,
0,81,1,0.8901224401673524,
0,98,1,0.8726018408769074,
0,173,1,0.7640821490381858,
0,709,0,0.021321315376379945,
0,1116,0,0.02125,
0,704,0,0.022208218759195215,
0,3042,0,0.020731707317073172,
1,63,1,0.9706990631308388,
0,566,0,0.15576385746953425,
1,151,1,0.8319820166586611,
0,638,0,0.24938550968682677,
1,135,1,0.9720107124919597,
1,61,1,0.9720731378035868,
0,104,1,0.999980445482478,
1,385,1,0.5029315569122182,
0,285,1,0.8620339988045629,
0,603,0,0.25105785459977686,
0,176,1,0.9996974166253405,
0,402,0,0.43205487952459587,
1,598,0,2.4022421939284697E-7,
0,2799,0,0.030263157894736843,
0,397,1,0.536544423492583,
