actual label,LOC,predicted label,probPos,
1,61,1,0.8617754628654717,
0,424,1,0.8735510995176796,
1,18,1,0.8802016948376081,
0,282,1,0.8797190970796158,
0,259,1,0.8704136385902425,
0,264,1,0.8405405776453196,
0,609,1,0.7700586101199691,
0,104,1,0.8929075274333306,
0,263,1,0.7942152435139881,
0,364,1,0.8684238173071158,
0,83,1,0.8859192395785799,
1,223,1,0.869418416647734,
0,169,1,0.8851028515748519,
1,203,1,0.8629308342099774,
1,98,1,0.9400256232638673,
0,24,1,0.9669079095510241,
0,27,1,0.9703793975422215,
1,108,1,0.9161793788710604,
1,8,1,1.0,
1,21,1,0.9785392326977936,
1,5,1,0.995805476508796,
1,193,1,0.9548662391621872,
1,16,1,0.9980390635104575,
1,73,1,0.9855196271191511,
1,49,1,0.9802662017087226,
1,32,1,0.9828169080690536,
1,121,1,0.9442993680189107,
1,6,1,1.0,
0,402,1,0.9088387170446,
1,3,1,0.9990819992052641,
1,10,1,0.9975402011523299,
1,3,1,0.9995024528108243,
1,5,1,0.9984793345441382,
0,631,0,0.39128843923885476,
1,51,1,0.9809233369200567,
1,9,1,0.9999999441177279,
1,23,1,0.9927477094406194,
1,6,1,0.9997912065929885,
0,764,0,0.3345277575000266,
0,59,1,0.9965355847525107,
1,156,1,0.9870737805791832,
1,17,1,0.9959178946888825,
1,30,1,0.996865719416553,
1,14,1,0.999793356737537,
0,17,1,1.0,
0,477,1,0.9381481195926107,
0,133,1,0.9744601339123318,
0,135,1,0.9965661967498731,
1,41,1,0.9977995087181301,
0,121,1,0.9948226763883277,
0,28,1,0.9996419880838363,
1,32,1,0.979048646749834,
1,41,1,0.9797813184738287,
1,141,1,0.9989427504905605,
1,129,1,0.955403797243598,
1,23,1,0.9999532413645582,
