actual label,LOC,predicted label,probPos,
1,61,1,0.776003454716363,
0,424,1,0.7935689376322937,
1,18,1,0.797363612510704,
0,282,1,0.8082795193430758,
0,259,1,0.7984539534687735,
0,264,1,0.7506381327150233,
0,609,1,0.7499078823328176,
0,104,1,0.8346319984520726,
0,263,1,0.6972524272475817,
0,364,1,0.7998097512080207,
0,83,1,0.8370304280073452,
1,223,1,0.8041892436634752,
0,169,1,0.8258149909361345,
1,203,1,0.7928887677485973,
1,98,1,0.9782691297809366,
0,24,1,0.9689529705823683,
0,27,1,0.9950167592016026,
1,108,1,0.8268915526771778,
1,8,1,1.0,
1,21,1,0.92141510095963,
1,5,1,0.9791615227825827,
1,193,1,0.8559542626971357,
1,16,1,0.9850944583004102,
1,73,1,0.938952625994761,
1,49,1,0.9221051078641732,
1,32,1,0.9396701442422604,
1,121,1,0.8220057824316832,
1,6,1,1.0,
0,402,1,0.7434349428619181,
1,3,1,0.9983006367302334,
1,10,1,0.9886225725163271,
1,3,1,0.9986684144842786,
1,5,1,0.9941079937019343,
0,631,0,0.29904839349011453,
1,51,1,0.9319449475345453,
1,9,1,0.9999999261725698,
1,23,1,0.9484856072395385,
1,6,1,0.9988934738951812,
0,764,0,0.2535992232253765,
0,59,1,0.9621460418056328,
1,156,1,0.9302660549946221,
1,17,1,0.9673831301539376,
1,30,1,0.9775941366234242,
1,14,1,0.9991199713042374,
0,17,1,1.0,
0,477,1,0.7770637377107672,
0,133,1,0.886447600789438,
0,135,1,0.9640800363278711,
1,41,1,0.98238050121166,
0,121,1,0.9479863666861335,
0,28,1,0.9961901543706668,
1,32,1,0.9358051057946837,
1,41,1,0.8931758499599678,
1,141,1,0.9850955361423355,
1,129,1,0.83029976245918,
1,23,1,0.9993113134250147,
